StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes,RouteId,RouteVarId
7149,QBTH 153,Cầu Rạch Lăng,Nhà chờ,Quận Bình Thạnh,,332-334 (CS C63),Phạm Văn Đồng,Có,Đang khai thác,106.697545,10.82133,CRL 332-334(C PVD,50,70,1
7150,QBTH 154,Chung cư Cửu Long,Nhà chờ,Quận Bình Thạnh,,Chung cư Cửu Long,Phạm Văn Đồng,Có,Đang khai thác,106.700648,10.822138,CcCL CcCL PVD,50,70,1
7151,QBTH 155,Cầu Bình Lợi,Nhà chờ,Quận Bình Thạnh,,Chung cư 548,Phạm Văn Đồng,Có,Đang khai thác,106.704004,10.823021,CBL Cc548 PVD,50,70,1
523,QTD 118,Ngã tư Bình Triệu,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Chánh,54,Phạm Văn Đồng,,Đang khai thác,106.715655,10.82603,NtBT 54 PVD,"08, 50, 93",70,1
524,QTD 119,Đường số 20,Nhà chờ,Quận Thủ Đức,Phường Hiệp Bình Chánh,Đối diện 216 - Gigamall ,Phạm Văn Đồng,Có,Đang khai thác,106.721032,10.827878,Ds20 Dd216-G PVD,"08, 50, 93",70,1
525,QTD 120,Chùa Ưu Đàm,Nhà chờ,Quận Thủ Đức,Phường Hiệp Bình Chánh,Khu dân cư Opal Tower,Phạm Văn Đồng,Có,Đang khai thác,106.72476,10.830679,CUD KdcOT PVD,"08, 50, 93",70,1
526,QTD 121,Cá sấu Hoa cà,Nhà chờ,Quận Thủ Đức,Phường Hiệp Bình Chánh,Đối diện Cá sấu Hoa Cà,Phạm Văn Đồng,Có,Đang khai thác,106.728331,10.833606,CsHc DdCsHC PVD,"08, 50, 89, 93",70,1
527,QTD 122,THCS Ngô Chí Quốc,Nhà chờ,Quận Thủ Đức,Phường Hiệp Bình Chánh,412,Phạm Văn Đồng,Có,Đang khai thác,106.730713,10.83555,TNCQ 412 PVD,"08, 50, 89, 93",70,1
528,QTD 123,Chùa An Lạc,Nhà chờ,Quận Thủ Đức,Phường Hiệp Bình Chánh,Chùa Ưu Đàm,Phạm Văn Đồng,Có,Đang khai thác,106.733288,10.837484,CAL CUD PVD,"08, 50, 57, 93",70,1
529,QTD 124,Cầu Gò Dưa,Nhà chờ,Quận Thủ Đức,Phường Linh Đông,Trụ chiếu sáng C185,Phạm Văn Đồng,Có,Đang khai thác,106.740509,10.839776,CGD TcsC PVD,"08, 50, 57, 93",70,1
530,QTD 125,Đường 30,Nhà chờ,Quận Thủ Đức,Phường Linh Đông,1136,Phạm Văn Đồng,Có,Đang khai thác,106.744822,10.841821,D30 1136 PVD,50,70,1
4463,QTĐT0010,Chùa Quan Âm,Nhà chờ,Quận Thủ Đức,Phường Linh Đông,Chùa Quan Âm,Phạm Văn Đồng,Có,Đang khai thác,106.748008,10.847447,CQA CQA PVD,50,70,1
4470,QTĐT0011,Ngã tư Tô Ngọc Vân - Phạm Văn Đồng,Ô sơn,Quận Thủ Đức,Phường Linh Đông,1216,Phạm Văn Đồng,,Đang khai thác,106.750422,10.851599,NtTNV-PVD 1216 PVD,50,70,1
4471,QTĐT0012,Đại học CSND,Nhà chờ,Quận Thủ Đức,Phường Linh Tây,1348 - 1350,Phạm Văn Đồng,Có,Đang khai thác,106.752879,10.860192,DhC 1348-1350 PVD,50,70,1
4486,QTĐT0013,Đường số 9,Trụ dừng,Quận Thủ Đức,Phường Linh Tây,Cột chiếu sáng C270,Phạm Văn Đồng,,Đang khai thác,106.755631,10.862894,Ds9 CcsC PVD,50,70,1
4553,QTĐT0014,Ngã tư Bình Đường,Nhà chờ,Quận Thủ Đức,Phường Linh Tây,Ngã tư Bình Đường,Phạm Văn Đồng,Có,Đang khai thác,106.758898,10.864722,NtBD NtBD PVD,50,70,1
4554,QTĐT0015,Nút giao Kha Vạn Cân - Phạm Văn Đồng,Nhà chờ,Quận Thủ Đức,Phường Linh Đông,Cột chiếu sáng C287,Phạm Văn Đồng,Có,Đang khai thác,106.761117,10.865914,NgKVC-PVD CcsC PVD,50,70,1
3383,QTD 139,Nhà hàng tiệc cưới Phố Đôi,Trụ dừng,Quận Thủ Đức,,15/3,Kha Vạn Cân,,Tạm ngưng khai thác,106.763399,10.868789,NhtcPD 15/3 KVC,"50, 61-1, 93",70,1
3381,QTD 138,Trạm cầu vượt Linh Xuân,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,1326-1328 (1129-1131),Kha Vạn Cân,,Đang khai thác,106.763999,10.87135,TcvLX 1326-1328( KVC,"50, 61-1, 93",70,1
2083,QTD 169,Vietcombank,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,Ngân hàng Vietcombank,Quốc lộ 1,,Đang khai thác,106.769643,10.871597,V NhV Ql1,"19, 33, 50, 53, 60-1, 93",70,1
2084,QTD 170,Nghĩa trang TP,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cổng nghĩa trang thành phố,Quốc lộ 1,,Đang khai thác,106.773039,10.870507,NtT Cnttp Ql1,"19, 33, 50, 60-1, 93",70,1
1040,QTD 171,ĐH Kinh tế Luật,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đối diện 665-CoopXtra,Quốc lộ 1,,Đang khai thác,106.776724,10.869306,DKtL Dd665-CoopXtra Ql1,"104, 19, 33, 50, 60-1, 93",70,1
1041,QTD 172,Công ty điện tử Samsung,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Công ty điện tử Samsung,Quốc lộ 1,,Đang khai thác,106.778656,10.868691,CtdtS CtdtS Ql1,"104, 19, 33, 50, 60-1, 93",70,1
1042,QTD 173,ĐH Nông Lâm,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cột điện SI 2,Quốc lộ 1,,Đang khai thác,106.787277,10.867122,DNL CdS2 Ql1,"104, 19, 33, 50, 60-1, 60-2, 93",70,1
396,QTD 174,ĐH Nông Lâm,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,1026/2 (1030),Quốc lộ 1,,Đang khai thác,106.790283,10.866912,DNL 1026/2( Ql1,"06, 19, 33, 50, 60-1, 60-2, 93",70,1
6845,BX 87,Đầu bến Đại học Bách Khoa - Cơ sở 2,Bến xe,Quận Thủ Đức,Phường Bình Chiểu,Đại học Bách Khoa,Đại học Bách Khoa,Có,Đang khai thác,106.806378,10.880932,DbDhBK-Cs2 DhBK DhBK,50,70,1
3164,BX13,Lê Hồng Phong,Bến xe,Quận 5,,ĐẦU BẾN LÊ HỒNG PHONG,Lê Hồng Phong,,Đang khai thác,106.676592,10.761252,LHP DBLHP LHP,"05, 53",73,1
2405,Q1 143,Nhà Sách Minh Khai,Trụ dừng,Quận 1,,59-61,Phạm Viết Chánh,,Đang khai thác,106.6828,10.76602,NSMK 59-61 PVC,"27, 53, 70-3",73,1
2971,Q1 157,Trần Hưng Đạo,Trụ dừng,Quận 1,,37,Nguyễn Cư Trinh,,Đang khai thác,106.69178,10.764468,THD 37 NCT,"45, 53, 56",73,1
25,Q1 136,Rạp Trần Hưng Đạo,Nhà chờ,Quận 1,,227 - 229,Trần Hưng Đạo,,Đang khai thác,106.693069,10.765213,RTHD 227-229 THD,"01, 139, 152, 45, 53, 56",73,1
26,Q1 137,KTX Trần Hưng Đạo,Nhà chờ,Quận 1,,135/40 (135),Trần Hưng Đạo,,Đang khai thác,106.694824,10.767064,KTHD 135/40( THD,"01, 139, 152, 45, 53, 56, 88",73,1
27,Q1 138,Nguyễn Kim,Nhà chờ,Quận 1,,71C,Trần Hưng Đạo,,Đang khai thác,106.695847,10.768327,NK 71C THD,"01, 152, 31, 38, 45, 53, 56, 61-6, 75, 86, 88",73,1
7265,Q1 179,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm nghi 5,Hàm Nghi,Có,Đang khai thác,106.700259,10.770911,TTctdHN Hn5 HN,"03, 45, 53, 61-6, D1",73,1
31,Q1 024,Bến Bạch Đằng,Nhà chờ,Quận 1,,Bến thủy nội địa Thủ Thiêm,Tôn Đức Thắng,,Đang khai thác,106.706654,10.774094,BBD BtndTT TDT,"01, 03, 19, 45, 53, 56, 61-6, 88, D1, DL01",73,1
2572,Q1 032,Nguyễn Hữu Cảnh,Trụ dừng,Quận 1,,Cây xanh số 17,Nguyễn Hữu Cảnh,,Đang khai thác,106.707222,10.78328,NHC Cxs17 NHC,"44, 53, 56, 88",73,1
477,Q2 071,Cầu Đen,Nhà chờ,Quận 2,,794,Xa Lộ Hà Nội,,Đang khai thác,106.7342,10.799978,CD 794 XLHN,"06, 10, 104, 150, 30, 52, 53, 55, 56, 60-4, 72-1",73,1
483,Q9 213,Khu QLGTDT số 2,Nhà chờ,Quận 9,,Khu QLGTĐT số 2,Xa Lộ Hà Nội,,Đang khai thác,106.764778,10.833249,KQs2 KQs2 XLHN,"06, 10, 104, 150, 30, 52, 53, 55, 56, 60-4",73,1
1031,QTD 084,Đầu đường Lê Văn Chí,Trụ dừng,Quận Thủ Đức,,116/6,Lê Văn Chí,,Đang khai thác,106.774025,10.850485,DdLVC 116/6 LVC,"104, 53, 89",73,1
3175,QTD 096,Đại học Ngân hàng,Trụ dừng,Quận Thủ Đức,,Đối diện Đại học Ngân hàng,Hoàng Diệu 2,,Đang khai thác,106.763173,10.858353,DhNh DdDhNh HD2,53,73,1
2083,QTD 169,Vietcombank,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,Ngân hàng Vietcombank,Quốc lộ 1,,Đang khai thác,106.769643,10.871597,V NhV Ql1,"19, 33, 50, 53, 60-1, 93",73,1
536,Q9 221,Cầu Vượt Trạm 2,Nhà chờ,Quận 9,,Tiệm vàng Kim Lợi,Quốc lộ 1,,Đang khai thác,106.797538,10.863595,CVT2 TvKL Ql1,"08, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 76, 93",73,1
537,Q9 223,Suối Tiên,Trụ dừng,Quận 9,Phường Tân Phú,Suối Tiên,Quốc lộ 1,,Đang khai thác,106.802081,10.866113,ST ST Ql1,"08, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 76, 93, 99",73,1
7644,QTD 251,Vành đại ĐHQG TPHCM,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cột điện 6 ĐHQG (Cafe Mưa Bụi),Đường 621,Có,Đang khai thác,106.806995,10.874405,VdDT Cd6D(MB D621,"19, 30, 53",73,1
7650,QTD 271,Bến xe buýt Khu A ĐHQG,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,Bến xe buýt Khu A ĐHQG ,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.803042,10.87362,BxbKAD BxbKAD QTST,53,73,1
7645,QTD 248,Nhà Văn hoá sinh viên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nhà văn hoá sinh viên,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.800016,10.874832,NVhsv Nvhsv QTST,"19, 53",73,1
7624,QTD 255,Đại học Quốc tế,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đối diện Đại học Quốc tế,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.80257,10.876476,DhQt DdDhQt QTST,"19, 30, 53",73,1
7657,QTD 274,Đại học Quốc tế,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nút giao Lê Quý Đôn - ThomasEdison (đ/d ĐH Quốc tế),Lê Quý Đôn,Có,Đang khai thác,106.802731,10.878182,DhQt NgLQD-T(DQt LQD,53,73,1
7642,QTD 261,Hồ Đá ,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nút giao Lê Quý Đôn - Nguyễn Du (CX497-499),Nguyễn Du,Có,Đang khai thác,106.8,10.883092,HD NgLQD-ND( ND,53,73,1
7638,QTD 263,Nhà Khách ĐHQG,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đối diện nhà khách ĐHQG (CX353-355),Nguyễn Du,Có,Đang khai thác,106.795558,10.880864,NKD DdnkD( ND,53,73,1
7628,QTD 265,Viện Tài nguyên môi trường,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đối diện Viện Tài nguyên môi trường,Trục chính số 7,Có,Đang khai thác,106.787013,10.879984,VTnmt DdVTnmt Tcs7,53,73,1
7625,QTD 266,KTX Khu B ĐHQG,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,KTX Khu B ĐHQG (hướng vào),Trục chính sô 7,Có,Đang khai thác,106.782871,10.88196,KKBD KKBD(v Tcs7,53,73,1
7639,QTD 268,KTX Khu B ĐHQG,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cổng sau KTX Khu B ĐHQG,Đường Tiêu biểu số 3,Có,Đang khai thác,106.779116,10.883203,KKBD CsKKBD DTbs3,53,73,1
4112,BX90,Bến Xe Buýt ÐH Quốc Gia,Bến xe,Quận Thủ Đức,,Bến xe buýt Khu B - ĐH Quốc Gia,Đường nội bộ Đại học Quốc gia,,Đang khai thác,106.77871704101562,10.884156227111816,BXBÐQG BxbKB-DQG DnbDhQg,"33, 53, 99",73,1
4112,BX90,Bến Xe Buýt ÐH Quốc Gia,Bến xe,Quận Thủ Đức,,Bến xe buýt Khu B - ĐH Quốc Gia,Đường nội bộ Đại học Quốc gia,,Đang khai thác,106.77871704101562,10.884156227111816,BXBÐQG BxbKB-DQG DnbDhQg,"33, 53, 99",73,2
7626,QTD 267,KTX Khu B ĐHQG,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,KTX Khu B ĐHQG (hướng ra),Trục chính số 7,Có,Đang khai thác,106.78233,10.881686,KKBD KKBD(r Tcs7,53,73,2
7627,QTD 264,Viện Tài nguyên môi trường,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Viện Tài nguyên môi trường,Trục chính số 7,Có,Đang khai thác,106.78719,10.879805,VTnmt VTnmt Tcs7,53,73,2
7637,QTD 262 ,Nhà khách ĐHQG,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nhà khách ĐHQG (CX264-266),Nguyễn Du,Có,Đang khai thác,106.795521,10.880685,NkD NkD( ND,53,73,2
7641,QTD 260 ,Hồ Đá ,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nút giao Nguyễn Du - Lê Quý Đôn (CX362-364),Nguyễn Du,Có,Đang khai thác,106.800145,10.882966,HD NgND-LQD( ND,53,73,2
7656,QTD 273,Đại học Quốc tế,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đại học Quốc Tế (cổng ra) ,Lê Quý Đôn,Có,Đang khai thác,106.803004,10.876792,DhQt DhQT(r LQD,53,73,2
7646,QTD 249,Nhà văn hoá sinh viên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,đối diện nhà văn hoá sinh viên,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.799995,10.874542,Nvhsv ddnvhsv QTST,"19, 53",73,2
7632,QTD 250,Đại học Khoa học xã hội và Nhân văn,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đại học Khoa học xã hội và nhân văn,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.802334,10.873446,DhKhxhvNv DhKhxhvnv QTST,53,73,2
574,QTD 177,Khu DL Suối Tiên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,9/29,Quốc lộ 1,,Đang khai thác,106.801116,10.86605,KDST 9/29 Ql1,"08, 10, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 60-4, 76, 93, 99",73,2
1101,QTD 181,ĐH Nông Lâm,Nhà chờ,Quận Thủ Đức,,Kế 21,Quốc lộ 1,,Đang khai thác,106.787265,10.867404,DNL K21 Ql1,"104, 19, 33, 50, 53, 60-1, 93",73,2
2143,QTD 186,Công ty Nissan,Ô sơn,Quận Thủ Đức,,Đối diện công ty Nissan (559),Quốc lộ 1,,Đang khai thác,106.768248,10.872419,CtN DdctN( Ql1,"19, 33, 50, 53, 60-1, 93",73,2
3162,QTD 097,Đại học Ngân hàng,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,216,Hoàng Diệu 2,,Đang khai thác,106.763286,10.857905,DhNh 216 HD2,53,73,2
1110,QTD 093,Đầu đường Lê Văn Chí,Trụ dừng,Quận Thủ Đức,,Đối diện 111/4,Lê Văn Chí,,Đang khai thác,106.773994,10.850766,DdLVC Dd111/4 LVC,"104, 53, 89",73,2
410,QTD 080,Ngã 4 Bình Thái,Nhà chờ,Quận Thủ Đức,Phường Trường Thọ,Đối diện 592C,Xa Lộ Hà Nội,,Đang khai thác,106.765244,10.834945,N4BT Dd592C XLHN,"06, 10, 104, 150, 30, 52, 53, 55, 56, 60-3, 60-4",73,2
418,Q2 078,Cầu Đen,Nhà chờ,Quận 2,,Đối diện Cầu Đen,Xa Lộ Hà Nội,,Đang khai thác,106.73436,10.800451,CD DdCD XLHN,"06, 104, 150, 30, 52, 53, 55, 56, 60-3, 60-4, 72-1",73,2
2703,Q1 034,Mầm non Hoa Lư,Nhà chờ,Quận 1,,1,Nguyễn Hữu Cảnh,,Đang khai thác,106.707555,10.784149,MnHL 1 NHC,"30, 44, 53, 56, 88",73,2
79,Q1 031,Bến Bạch Đằng,Trụ dừng,Quận 1,,21,Tôn Đức Thắng,,Đang khai thác,106.706359,10.773299,BBD 21 TDT,"01, 03, 120, 19, 45, 53, 56, 61-6, 88, D1, DL01",73,2
7270,Q1 184,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Bến Thành,Hàm Nghi 6,Hàm Nghi,Có,Đang khai thác,106.699938,10.771149,TTctdHN HN6 HN,"03, 53, 61-6, D1",73,2
7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Bến Thành,94-96,Lê Lai,Có,Đang khai thác,106.693495,10.769952,NTN 94-96 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93",73,2
7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Bến Thành,202-204,Lê Lai,Có,Đang khai thác,106.690469,10.768761,TTT 202-204 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93",73,2
86,Q1 147,Nhà thờ Huyện Sỹ,Trụ dừng,Quận 1,,206Bis,Nguyễn Trãi,,Đang khai thác,106.688591,10.767692,NtHS 206Bis NT,"27, 46, 53",73,2
89,Q3 072,Trung ương Hội Chữ thập đỏ TP,Nhà chờ,Quận 3,,464 - 466,Nguyễn Thị Minh Khai,,Đang khai thác,106.683657,10.767723,TuHCtdT 464-466 NTMK,"05, 06, 14, 27, 38, 53, 70-3",73,2
90,Q3 073,Nhà sách Minh Khai,Trụ dừng,Quận 3,,488,Nguyễn Thị Minh Khai,,Đang khai thác,106.68238,10.766395,NsMK 488 NTMK,"05, 06, 14, 27, 38, 53",73,2
384,Q10 080,Ngã tư Trần Bình Trọng,Nhà chờ,Quận 10,,Kế số 2,Hùng Vương,,Đang khai thác,106.678963,10.763913,NtTBT Ks2 HV,"05, 53",73,2
3164,BX13,Lê Hồng Phong,Bến xe,Quận 5,,ĐẦU BẾN LÊ HỒNG PHONG,Lê Hồng Phong,,Đang khai thác,106.676592,10.761252,LHP DBLHP LHP,"05, 53",73,2
7695,BX 33,Bến xe Miền Đông mới,Bến xe,Quận 9,Phường Long Bình,Bến xe Miền Đông mới,Quốc lộ 1,Có,Đang khai thác,106.814865,10.880405,BxMDm BxMDm Ql1,"55, 76, 93",75,2
3742,Q9 267,Đường Hoàng Hữu Nam,Trụ dừng,Quận 9,Phường Long Bình,373,Hoàng Hữu Nam,,Đang khai thác,106.814125,10.871176,DHHN 373 HHN,"55, 76, 93",75,2
7630,Q9 283 ,Sân Golf ,Trụ dừng,Quận 9,Phường Tân Phú,Kế 305 (cột điện T66L),Hoàng Hữu Nam,Có,Đang khai thác,106.813792,10.868126,SG K305(dT HHN,55,75,2
4134,Q9 268,Học Viện Thanh Thiếu niên Việt Nam,Trụ dừng,Quận 9,Phường Tân Phú,261 (265-267),Hoàng Hữu Nam,,Đang khai thác,106.813341,10.862346,HVTTnVN 261( HHN,55,75,2
4135,Q9 269,Cầu Xây,Trụ dừng,Quận 9,Phường Tân Phú,173 (195),Hoàng Hữu Nam,,Đang khai thác,106.813508,10.857389,CX 173( HHN,55,75,2
4119,Q9 270,Đường cầu xây,Trụ dừng,Quận 9,Phường Long Thạnh Mỹ,109 (93),Hoàng Hữu Nam,,Đang khai thác,106.813502,10.854813,Dcx 109( HHN,"55, 99",75,2
4108,Q9 271,Ngã 3 Mỹ Thành,Ô sơn,Quận 9,,21,Hoàng Hữu Nam,,Đang khai thác,106.813636,10.850687,N3MT 21 HHN,"55, 99",75,2
3374,Q9 100,Ngã ba Mỹ Thành,Ô sơn,Quận 9,Phường Long Thạnh Mỹ,687-689,Lê Văn Việt,,Đang khai thác,106.812958,10.850071,NbMT 687-689 LVV,"55, 61-1, 99",75,2
3377,Q9 101,Công Ty FILIED,Ô sơn,Quận 9,Phường Long Thạnh Mỹ,Đối diện công ty Filied,Lê Văn Việt,,Đang khai thác,106.807355,10.848738,CTF DdctF LVV,"55, 61-1, 99",75,2
1533,Q9 102,Chung cư C7,Nhà chờ,Quận 9,Phường Tăng Nhơn Phú A,Chung cư C7 (Đối diện 504),Lê Văn Việt,,Đang khai thác,106.800048,10.846957,CcC CcC(d504) LVV,"55, 61-1, 99",75,2
1530,Q9 103,Đại Học GTVT,Trụ dừng,Quận 9,,Trung tâm thông tin thư viện,Lê Văn Việt,,Đang khai thác,106.794421,10.845566,DHG Tttttv LVV,"141, 55, 56, 61-1, 99",75,2
1535,Q9 104,Bệnh viện Quận 9,Trụ dừng,Quận 9,Phường Tăng Nhơn Phú A,99,Lê Văn Việt,,Đang khai thác,106.790349,10.844607,BvQ9 99 LVV,"141, 55, 56, 61-1, 99",75,2
1532,Q9 105,Chợ Tăng Nhơn Phú B,Ô sơn,Quận 9,Phường Tăng Nhơn Phú A,Đối diện chợ Tăng Nhơn Phú,Lê Văn Việt,,Đang khai thác,106.788209,10.844923,CTNPB DdcTNP LVV,"141, 55, 56, 61-1, 99",75,2
1537,Q9 106,Chợ Hiệp Phú,Ô sơn,Quận 9,Phường Hiệp Phú,241-243 (249),Lê Văn Việt,,Đang khai thác,106.784084,10.84427,CHP 241-243( LVV,"141, 55, 56, 61-1, 76, 99",75,2
1534,Q9 107,Trạm y tế Phường Hiệp Phú,Trụ dừng,Quận 9,Phường Hiệp Phú,189-191,Lê Văn Việt,,Đang khai thác,106.781723,10.844381,TytPHP 189-191 LVV,"141, 55, 56, 61-1, 76, 99",75,2
1536,Q9 091,Nhà sách Thành Nghĩa,Trụ dừng,Quận 9,,Đối diện 140-142,Lê Văn Việt,,Đang khai thác,106.780377,10.845176,NsTN Dd140-142 LVV,"141, 55, 56, 57, 61-1, 76",75,2
1539,Q9 109,Bệnh viện 7C-Trường Quân y 2,Ô sơn,Quận 9,,91-93-95,Lê Văn Việt,,Đang khai thác,106.777512,10.846799,Bv7C-TruongQy2 91-93-95 LVV,"141, 55, 56, 57, 61-1, 76",75,2
1538,Q9 110,Siêu thị Coopmart,Trụ dừng,Quận 9,Phường Hiệp Phú,21 (17-19),Lê Văn Việt,,Đang khai thác,106.775045,10.848411,StC 21( LVV,"141, 55, 56, 57, 61-1, 76",75,2
1113,QTD 077,Ngã tư Thủ Đức,Nhà chờ,Quận Thủ Đức,Phường Bình Thọ,Đối diện Coopmart,Xa Lộ Hà Nội,,Đang khai thác,106.77299,10.84828,NtTD DdC XLHN,"10, 104, 150, 30, 52, 55, 60-3, 60-4",75,2
1111,QTD 078,Betong Hải Âu,Trụ dừng,Quận Thủ Đức,Phường Bình Thọ,Đối diện Betong Hải Âu,Xa Lộ Hà Nội,,Đang khai thác,106.77063,10.844297,BHA DdBHA XLHN,"104, 150, 30, 52, 55, 60-3",75,2
1112,QTD 079,UBND Quận 9,Nhà chờ,Quận Thủ Đức,Phường Bình Thọ,126,Xa Lộ Hà Nội,,Đang khai thác,106.768607,10.840745,UQ9 126 XLHN,"104, 150, 30, 52, 55, 60-3, 60-4",75,2
4231,QTD 053,Du lịch Công đoàn Quận Thủ Đức,Ô sơn,Quận Thủ Đức,,Đối diện 461,Nguyễn Văn Bá,,Chưa khai thác,106.766156,10.836662,DlCdQTD Dd461 NVB,"55, 56",75,2
410,QTD 080,Ngã 4 Bình Thái,Nhà chờ,Quận Thủ Đức,Phường Trường Thọ,Đối diện 592C,Xa Lộ Hà Nội,,Đang khai thác,106.765244,10.834945,N4BT Dd592C XLHN,"06, 10, 104, 150, 30, 52, 53, 55, 56, 60-3, 60-4",75,2
413,QTD 081,Công ty truyền tải điện 4,Nhà chờ,Quận Thủ Đức,Phường Trường Thọ,Công ty truyền tải điện 4,Xa Lộ Hà Nội,,Đang khai thác,106.763195,10.831214,Ctttd4 Ctttd4 XLHN,"06, 104, 150, 30, 52, 55, 56, 60-3, 60-4",75,2
412,QTD 082,Ngã 4 Tây Hòa (RMK),Nhà chờ,Quận Thủ Đức,Phường Trường Thọ,Nhà máy thép Thủ Đức,Xa Lộ Hà Nội,,Đang khai thác,106.759998,10.825366,N4TH( NmtTD XLHN,"06, 104, 150, 30, 52, 55, 56, 60-3, 99",75,2
414,QTD 083,Xi măng Hà Tiên,Nhà chờ,Quận Thủ Đức,Phường Trường Thọ,Xi măng Hà Tiên 1,Xa Lộ Hà Nội,,Đang khai thác,106.758142,10.820576,XmHT XmHT1 XLHN,"06, 104, 150, 30, 52, 55, 56, 60-3, 60-4, 99",75,2
415,Q2 075,Cát Lái,Nhà chờ,Quận 2,,Đối diện Esstella,Xa Lộ Hà Nội,,Đang khai thác,106.747948,10.802925,CL DdE XLHN,"06, 10, 104, 150, 30, 52, 55, 56, 60-3, 60-4",75,2
416,Q2 076,Metro Quận 2,Nhà chờ,Quận 2,,655,Xa Lộ Hà Nội,,Đang khai thác,106.7434,10.802134,MQ2 655 XLHN,"06, 104, 150, 30, 52, 55, 56, 60-3, 60-4",75,2
417,Q2 077,Thảo Điền,Nhà chờ,Quận 2,,Ngã ba Thảo Điền,Xa Lộ Hà Nội,,Đang khai thác,106.738762,10.801309,TD NbTD XLHN,"06, 104, 150, 30, 52, 55, 56, 60-3, 60-4, 72-1",75,2
418,Q2 078,Cầu Đen,Nhà chờ,Quận 2,,Đối diện Cầu Đen,Xa Lộ Hà Nội,,Đang khai thác,106.73436,10.800451,CD DdCD XLHN,"06, 104, 150, 30, 52, 53, 55, 56, 60-3, 60-4, 72-1",75,2
419,QBTH 056,Cầu Sài Gòn,Trụ dừng,Quận Bình Thạnh,,24(597),Điện Biên Phủ,,Đang khai thác,106.719571,10.798893,CSG 24(597) DBP,"06, 104, 150, 43, 52, 55, 60-3, 60-4",75,2
420,QBTH 055,Khu Du lịch Văn Thánh,Nhà chờ,Quận Bình Thạnh,,152/72c(559),Điện Biên Phủ,,Đang khai thác,106.717227,10.800274,KDlVT 152/72c(559) DBP,"06, 10, 104, 150, 43, 44, 52, 55, 60-3, 60-4",75,2
421,QBTH 054,Đại học Hutech,Nhà chờ,Quận Bình Thạnh,,483,Điện Biên Phủ,,Đang khai thác,106.714856,10.801228,DhH 483 DBP,"06, 104, 14, 150, 19, 43, 44, 45, 52, 55, 60-3, 60-4, 72-1",75,2
423,QBTH 053,Cây xăng dầu,Trụ dừng,Quận Bình Thạnh,,419,Điện Biên Phủ,,Đang khai thác,106.712834,10.801697,Cxd 419 DBP,"06, 104, 14, 150, 19, 43, 44, 45, 52, 55, 60-4",75,2
1114,QBTH 001,Chợ Hàng Xanh,Trụ dừng,Quận Bình Thạnh,,18,Bạch Đằng,,Đang khai thác,106.710441,10.802998,CHX 18 BD,"104, 55",75,2
